Date,Open,High,Low,Price
"Mar 26, 2013","1,595.80","1,595.80","1,595.80","1,595.80"
"Mar 25, 2013","1,607.10","1,607.80","1,596.10","1,604.60"
"Mar 22, 2013","1,611.00","1,611.00","1,604.10","1,606.20"
"Mar 21, 2013","1,612.80","1,613.80","1,611.90","1,613.80"
"Mar 20, 2013","1,610.00","1,612.50","1,606.20","1,607.50"
"Mar 19, 2013","1,613.10","1,613.10","1,611.30","1,611.30"
"Mar 18, 2013","1,605.90","1,607.70","1,601.60","1,604.60"
"Mar 15, 2013","1,590.50","1,594.40","1,590.20","1,592.50"
"Mar 14, 2013","1,585.70","1,590.60","1,575.70","1,590.60"
"Mar 13, 2013","1,592.30","1,596.00","1,585.00","1,588.30"
"Mar 12, 2013","1,579.80","1,595.60","1,579.80","1,591.50"
"Mar 11, 2013","1,576.00","1,579.70","1,576.00","1,577.80"
"Mar 08, 2013","1,578.60","1,581.20","1,561.80","1,576.60"
"Mar 07, 2013","1,580.00","1,583.50","1,573.90","1,574.80"
"Mar 06, 2013","1,577.60","1,582.60","1,566.80","1,574.60"
"Mar 05, 2013","1,577.60","1,585.50","1,571.40","1,574.60"
"Mar 04, 2013","1,580.80","1,580.80","1,569.70","1,572.10"
"Mar 01, 2013","1,579.60","1,585.60","1,566.00","1,571.90"
"Feb 28, 2013","1,596.00","1,601.60","1,575.10","1,577.70"
"Feb 27, 2013","1,612.80","1,612.80","1,591.80","1,595.20"
"Feb 26, 2013","1,593.30","1,615.20","1,589.00","1,615.20"
"Feb 25, 2013","1,579.40","1,596.00","1,577.70","1,586.20"
"Feb 22, 2013","1,580.00","1,585.40","1,572.40","1,572.40"
"Feb 21, 2013","1,568.50","1,581.20","1,555.20","1,578.20"
"Feb 20, 2013","1,604.70","1,606.90","1,561.80","1,577.60"
"Feb 19, 2013","1,610.00","1,617.00","1,599.70","1,603.60"
"Feb 15, 2013","1,633.20","1,633.90","1,599.50","1,608.80"
"Feb 14, 2013","1,641.10","1,646.90","1,632.70","1,634.70"
"Feb 13, 2013","1,652.20","1,652.30","1,640.20","1,644.20"
"Feb 12, 2013","1,643.80","1,650.40","1,642.40","1,648.70"
"Feb 11, 2013","1,666.50","1,668.00","1,643.70","1,648.20"
"Feb 08, 2013","1,671.50","1,672.50","1,664.80","1,666.00"
"Feb 07, 2013","1,677.00","1,682.10","1,663.10","1,670.40"
"Feb 06, 2013","1,672.20","1,678.50","1,668.00","1,677.70"
"Feb 05, 2013","1,674.20","1,683.40","1,666.50","1,672.40"
"Feb 04, 2013","1,668.00","1,676.50","1,661.60","1,675.30"
"Feb 01, 2013","1,663.90","1,681.20","1,659.90","1,669.40"
"Jan 31, 2013","1,675.40","1,680.00","1,657.40","1,660.60"
"Jan 30, 2013","1,662.40","1,683.00","1,661.80","1,679.90"
"Jan 29, 2013","1,661.20","1,661.50","1,660.70","1,660.70"
"Jan 28, 2013","1,651.60","1,655.50","1,651.60","1,652.40"
"Jan 25, 2013","1,663.00","1,663.00","1,656.40","1,656.40"
"Jan 24, 2013","1,680.80","1,681.70","1,668.00","1,669.50"
"Jan 23, 2013","1,691.30","1,693.70","1,685.20","1,686.30"
"Jan 22, 2013","1,690.30","1,694.70","1,687.80","1,692.80"
"Jan 18, 2013","1,687.40","1,692.00","1,686.60","1,686.60"
"Jan 17, 2013","1,676.40","1,694.60","1,671.00","1,690.40"
"Jan 16, 2013","1,674.40","1,682.70","1,674.40","1,682.70"
"Jan 15, 2013","1,671.60","1,684.30","1,671.60","1,683.40"
"Jan 14, 2013","1,665.40","1,673.80","1,664.10","1,668.90"
"Jan 11, 2013","1,673.10","1,673.10","1,654.20","1,660.00"
"Jan 10, 2013","1,672.50","1,677.30","1,672.50","1,677.30"
"Jan 09, 2013","1,658.60","1,662.10","1,651.90","1,654.80"
"Jan 08, 2013","1,647.70","1,661.50","1,647.70","1,661.50"
"Jan 07, 2013","1,656.50","1,659.90","1,643.80","1,645.50"
"Jan 04, 2013","1,647.00","1,658.30","1,625.70","1,648.10"
"Jan 03, 2013","1,686.10","1,686.80","1,662.00","1,673.70"
"Jan 02, 2013","1,672.80","1,693.80","1,670.00","1,687.90"
"Dec 31, 2012","1,655.40","1,677.10","1,655.40","1,674.80"
"Dec 28, 2012","1,664.00","1,664.00","1,653.70","1,654.90"
"Dec 27, 2012","1,656.20","1,662.60","1,656.20","1,662.60"
"Dec 26, 2012","1,654.50","1,666.70","1,654.50","1,659.80"
"Dec 24, 2012","1,657.70","1,663.80","1,654.90","1,658.60"
"Dec 21, 2012","1,648.00","1,659.10","1,635.80","1,659.10"
"Dec 20, 2012","1,667.90","1,671.00","1,637.60","1,644.90"
"Dec 19, 2012","1,675.30","1,676.00","1,664.60","1,666.50"
"Dec 18, 2012","1,701.40","1,702.80","1,661.00","1,669.50"
"Dec 17, 2012","1,690.50","1,698.50","1,689.50","1,697.00"
"Dec 14, 2012","1,698.30","1,699.20","1,694.40","1,695.80"
"Dec 13, 2012","1,707.20","1,707.20","1,689.90","1,695.60"
"Dec 12, 2012","1,710.10","1,722.30","1,708.00","1,716.60"
"Dec 11, 2012","1,710.00","1,714.10","1,705.90","1,708.20"
"Dec 10, 2012","1,704.20","1,717.00","1,704.20","1,713.00"
"Dec 07, 2012","1,701.20","1,704.50","1,684.00","1,704.00"
"Dec 06, 2012","1,694.30","1,702.10","1,686.40","1,700.30"
"Dec 05, 2012","1,697.10","1,706.00","1,685.00","1,692.40"
"Dec 04, 2012","1,716.30","1,716.80","1,691.60","1,694.40"
"Dec 03, 2012","1,714.90","1,721.90","1,714.50","1,719.60"
"Nov 30, 2012","1,725.20","1,731.20","1,708.40","1,710.90"
"Nov 29, 2012","1,719.60","1,729.00","1,717.70","1,727.20"
"Nov 28, 2012","1,739.80","1,739.80","1,716.50","1,716.50"
"Nov 27, 2012","1,746.40","1,746.40","1,742.20","1,742.20"
"Nov 26, 2012","1,750.30","1,750.50","1,749.40","1,749.50"
"Nov 23, 2012","1,735.00","1,751.30","1,735.00","1,751.30"
"Nov 21, 2012","1,725.80","1,727.90","1,725.80","1,727.90"
"Nov 20, 2012","1,730.60","1,731.10","1,722.50","1,723.20"
"Nov 19, 2012","1,721.80","1,734.00","1,721.80","1,734.00"
"Nov 16, 2012","1,710.00","1,714.30","1,706.90","1,714.30"
"Nov 15, 2012","1,724.90","1,724.90","1,706.30","1,713.30"
"Nov 14, 2012","1,722.00","1,729.50","1,722.00","1,729.50"
"Nov 13, 2012","1,721.60","1,728.20","1,718.50","1,724.20"
"Nov 12, 2012","1,733.20","1,733.40","1,730.30","1,730.30"
"Nov 09, 2012","1,733.70","1,734.10","1,727.60","1,730.30"
"Nov 08, 2012","1,715.90","1,725.40","1,714.20","1,725.40"
"Nov 07, 2012","1,707.70","1,726.50","1,703.70","1,713.20"
"Nov 06, 2012","1,690.10","1,718.00","1,690.10","1,714.10"
"Nov 05, 2012","1,682.80","1,683.10","1,674.30","1,682.20"
"Nov 02, 2012","1,711.30","1,711.30","1,674.10","1,674.10"
"Nov 01, 2012","1,722.30","1,725.10","1,714.10","1,714.10"
"Oct 31, 2012","1,714.40","1,724.50","1,714.40","1,717.50"
"Oct 26, 2012","1,706.10","1,716.20","1,706.10","1,710.90"
"Oct 25, 2012","1,711.70","1,716.70","1,711.70","1,712.00"
"Oct 24, 2012","1,708.40","1,708.50","1,698.60","1,700.50"
"Oct 23, 2012","1,726.60","1,726.60","1,708.30","1,708.30"
"Oct 22, 2012","1,715.00","1,728.30","1,715.00","1,725.10"
"Oct 19, 2012","1,741.10","1,741.10","1,721.00","1,722.80"
"Oct 18, 2012","1,749.10","1,749.10","1,740.50","1,743.30"
"Oct 17, 2012","1,749.40","1,751.50","1,746.00","1,751.50"
"Oct 16, 2012","1,736.70","1,744.70","1,736.60","1,744.70"
"Oct 15, 2012","1,750.00","1,750.00","1,729.90","1,736.00"
"Oct 12, 2012","1,769.50","1,769.50","1,753.60","1,758.00"
"Oct 11, 2012","1,761.60","1,771.00","1,761.60","1,768.80"
"Oct 10, 2012","1,762.40","1,764.20","1,758.10","1,763.20"
"Oct 09, 2012","1,776.70","1,776.70","1,762.30","1,763.00"
"Oct 08, 2012","1,778.00","1,778.00","1,766.80","1,773.50"
"Oct 05, 2012","1,792.20","1,792.20","1,776.60","1,778.60"
"Oct 04, 2012","1,783.50","1,794.80","1,783.50","1,794.10"
"Oct 03, 2012","1,772.20","1,779.90","1,771.90","1,777.30"
"Oct 02, 2012","1,777.90","1,779.30","1,772.70","1,772.70"
"Oct 01, 2012","1,766.00","1,791.00","1,763.30","1,780.50"
"Sep 28, 2012","1,776.80","1,782.20","1,767.50","1,771.10"
"Sep 27, 2012","1,752.60","1,780.20","1,750.70","1,777.60"
"Sep 26, 2012","1,762.80","1,764.20","1,743.00","1,750.60"
"Sep 25, 2012","1,772.60","1,772.70","1,763.80","1,763.80"
"Sep 24, 2012","1,762.10","1,762.10","1,762.10","1,762.10"
"Sep 21, 2012","1,785.30","1,785.30","1,772.30","1,775.50"
"Sep 20, 2012","1,769.10","1,771.30","1,760.60","1,767.70"
"Sep 19, 2012","1,776.00","1,778.50","1,768.00","1,769.00"
"Sep 18, 2012","1,766.30","1,768.40","1,766.30","1,768.40"
"Sep 17, 2012","1,774.80","1,774.80","1,753.80","1,767.70"
"Sep 14, 2012","1,771.00","1,774.50","1,766.00","1,769.80"
"Sep 13, 2012","1,728.70","1,769.10","1,728.70","1,769.10"
"Sep 12, 2012","1,742.20","1,742.30","1,730.50","1,730.60"
"Sep 11, 2012","1,736.00","1,736.00","1,731.80","1,731.80"
"Sep 10, 2012","1,733.10","1,733.50","1,727.20","1,728.70"
"Sep 07, 2012","1,696.70","1,738.20","1,696.70","1,737.50"
"Sep 06, 2012","1,696.40","1,712.40","1,696.40","1,702.60"
"Sep 05, 2012","1,690.40","1,693.30","1,690.40","1,690.80"
"Sep 04, 2012","1,689.10","1,698.00","1,687.70","1,692.90"
"Aug 31, 2012","1,658.60","1,690.00","1,646.20","1,684.60"
"Aug 30, 2012","1,655.40","1,662.00","1,650.70","1,653.50"
"Aug 29, 2012","1,667.20","1,667.30","1,659.80","1,659.80"
"Aug 28, 2012","1,659.90","1,671.00","1,659.20","1,666.50"
"Aug 27, 2012","1,674.90","1,674.90","1,663.90","1,672.40"
"Aug 24, 2012","1,665.80","1,669.80","1,662.20","1,669.80"
"Aug 23, 2012","1,659.90","1,672.70","1,658.00","1,669.60"
"Aug 22, 2012","1,638.40","1,653.10","1,635.00","1,637.40"
"Aug 21, 2012","1,620.00","1,639.90","1,620.00","1,639.90"
"Aug 20, 2012","1,614.00","1,621.40","1,611.60","1,620.10"
"Aug 17, 2012","1,617.80","1,617.80","1,611.40","1,616.30"
"Aug 16, 2012","1,600.20","1,616.10","1,600.20","1,616.10"
"Aug 15, 2012","1,593.80","1,604.60","1,592.00","1,603.70"
"Aug 14, 2012","1,612.80","1,615.60","1,591.20","1,599.40"
"Aug 13, 2012","1,622.00","1,623.70","1,607.30","1,609.60"
"Aug 10, 2012","1,615.80","1,624.10","1,605.00","1,619.70"
"Aug 09, 2012","1,612.80","1,617.20","1,610.10","1,617.10"
"Aug 08, 2012","1,610.20","1,614.80","1,603.00","1,612.90"
"Aug 07, 2012","1,610.80","1,615.70","1,609.30","1,609.70"
"Aug 06, 2012","1,604.70","1,614.10","1,603.20","1,612.90"
"Aug 03, 2012","1,589.30","1,606.00","1,585.10","1,606.00"
"Aug 02, 2012","1,600.00","1,615.00","1,583.10","1,587.40"
"Aug 01, 2012","1,613.40","1,617.20","1,592.00","1,603.70"
"Jul 31, 2012","1,621.10","1,627.50","1,610.00","1,610.50"
"Jul 30, 2012","1,622.90","1,625.80","1,613.10","1,619.70"
"Jul 27, 2012","1,613.40","1,617.90","1,613.40","1,617.90"
"Jul 26, 2012","1,614.90","1,615.00","1,614.10","1,615.00"
"Jul 25, 2012","1,583.70","1,608.00","1,583.30","1,608.00"
"Jul 24, 2012","1,574.00","1,581.90","1,574.00","1,576.00"
"Jul 23, 2012","1,571.70","1,577.10","1,569.80","1,577.10"
"Jul 20, 2012","1,583.90","1,584.40","1,576.10","1,582.50"
"Jul 19, 2012","1,580.00","1,586.90","1,578.40","1,580.10"
"Jul 18, 2012","1,581.20","1,583.70","1,569.90","1,570.40"
"Jul 17, 2012","1,596.00","1,596.00","1,576.30","1,589.10"
"Jul 16, 2012","1,586.20","1,591.20","1,585.80","1,591.20"
"Jul 13, 2012","1,567.80","1,594.10","1,567.80","1,591.60"
"Jul 12, 2012","1,569.30","1,574.70","1,557.20","1,564.90"
"Jul 11, 2012","1,577.40","1,579.50","1,575.20","1,575.20"
"Jul 10, 2012","1,599.20","1,599.80","1,567.60","1,579.30"
"Jul 09, 2012","1,582.10","1,588.60","1,580.90","1,588.60"
"Jul 06, 2012","1,592.30","1,593.80","1,578.40","1,578.40"
"Jul 05, 2012","1,618.50","1,619.20","1,598.00","1,608.90"
"Jul 03, 2012","1,603.80","1,624.00","1,603.80","1,621.30"
"Jul 02, 2012","1,597.10","1,598.30","1,589.70","1,597.20"
"Jun 29, 2012","1,562.60","1,603.50","1,561.90","1,603.50"
"Jun 28, 2012","1,573.70","1,573.70","1,548.40","1,549.70"
"Jun 27, 2012","1,567.00","1,577.50","1,563.00","1,577.50"
"Jun 26, 2012","1,583.50","1,583.50","1,567.70","1,574.00"
"Jun 25, 2012","1,574.90","1,587.50","1,571.00","1,587.50"
"Jun 22, 2012","1,565.50","1,568.40","1,560.00","1,566.00"
"Jun 21, 2012","1,603.20","1,603.30","1,564.50","1,564.50"
"Jun 20, 2012","1,618.30","1,618.30","1,601.30","1,614.80"
"Jun 19, 2012","1,629.80","1,630.70","1,622.00","1,622.20"
"Jun 18, 2012","1,622.60","1,627.60","1,615.00","1,625.70"
"Jun 15, 2012","1,624.30","1,630.00","1,621.50","1,627.00"
"Jun 14, 2012","1,621.20","1,626.40","1,610.10","1,618.40"
"Jun 13, 2012","1,608.20","1,622.40","1,608.20","1,618.10"
"Jun 12, 2012","1,594.10","1,612.80","1,588.50","1,612.70"
"Jun 11, 2012","1,608.00","1,608.00","1,583.00","1,595.50"
"Jun 08, 2012","1,589.90","1,593.90","1,566.50","1,590.10"
"Jun 07, 2012","1,622.60","1,627.20","1,581.90","1,586.60"
"Jun 06, 2012","1,619.70","1,639.70","1,616.50","1,632.80"
"Jun 05, 2012","1,619.30","1,622.70","1,612.90","1,615.20"
"Jun 04, 2012","1,623.00","1,627.90","1,609.00","1,612.20"
"Jun 01, 2012","1,560.00","1,630.00","1,545.50","1,620.50"
"May 31, 2012","1,562.70","1,572.60","1,551.80","1,562.60"
"May 30, 2012","1,553.90","1,569.00","1,530.40","1,563.40"
"May 29, 2012","1,574.70","1,582.50","1,548.60","1,548.60"
"May 25, 2012","1,558.20","1,568.80","1,557.30","1,568.80"
"May 24, 2012","1,559.00","1,569.40","1,551.50","1,557.30"
"May 23, 2012","1,538.20","1,548.10","1,534.40","1,548.10"
"May 22, 2012","1,575.70","1,578.10","1,568.40","1,576.30"
"May 21, 2012","1,591.90","1,594.10","1,588.40","1,588.40"
"May 18, 2012","1,573.70","1,591.60","1,568.20","1,591.60"
"May 17, 2012","1,546.90","1,579.00","1,546.90","1,574.50"
"May 16, 2012","1,541.40","1,541.40","1,528.50","1,536.20"
"May 15, 2012","1,555.40","1,558.30","1,542.40","1,556.80"
"May 14, 2012","1,563.00","1,563.10","1,555.50","1,560.60"
"May 11, 2012","1,586.10","1,589.60","1,583.60","1,583.60"
"May 10, 2012","1,594.20","1,595.10","1,592.40","1,595.10"
"May 09, 2012","1,595.30","1,595.30","1,586.30","1,593.70"
"May 08, 2012","1,636.70","1,636.70","1,596.00","1,604.00"
"May 07, 2012","1,637.90","1,640.00","1,632.60","1,638.60"
"May 04, 2012","1,635.70","1,645.60","1,629.40","1,644.70"
"May 03, 2012","1,651.20","1,652.20","1,631.30","1,634.20"
"May 02, 2012","1,659.20","1,659.20","1,648.30","1,653.40"
"May 01, 2012","1,665.00","1,670.50","1,661.70","1,661.70"
"Apr 30, 2012","1,663.00","1,665.70","1,653.00","1,663.40"
"Apr 27, 2012","1,654.50","1,666.90","1,654.00","1,664.00"
"Apr 26, 2012","1,658.30","1,659.60","1,658.30","1,659.60"
"Apr 25, 2012","1,641.30","1,643.80","1,626.90","1,641.40"
"Apr 24, 2012","1,634.40","1,648.60","1,634.40","1,643.00"
"Apr 23, 2012","1,642.40","1,642.40","1,625.10","1,631.90"
"Apr 20, 2012","1,641.70","1,645.60","1,640.90","1,642.10"
"Apr 19, 2012","1,642.10","1,653.10","1,632.00","1,640.60"
"Apr 18, 2012","1,653.20","1,653.30","1,638.10","1,638.80"
"Apr 17, 2012","1,652.00","1,652.90","1,637.00","1,650.30"
"Apr 16, 2012","1,650.80","1,656.80","1,641.20","1,648.70"
"Apr 13, 2012","1,673.30","1,674.80","1,650.00","1,659.10"
"Apr 12, 2012","1,660.00","1,680.10","1,650.00","1,679.50"
"Apr 11, 2012","1,654.80","1,659.70","1,654.70","1,659.00"
"Apr 10, 2012","1,649.00","1,661.70","1,636.20","1,659.50"
"Apr 09, 2012","1,645.30","1,646.40","1,636.50","1,642.50"
"Apr 05, 2012","1,620.80","1,633.20","1,620.40","1,628.50"
"Apr 04, 2012","1,646.50","1,647.00","1,612.30","1,612.30"
"Apr 03, 2012","1,677.60","1,679.50","1,638.70","1,670.00"
"Apr 02, 2012","1,670.40","1,682.80","1,662.00","1,677.50"
"Mar 30, 2012","1,660.60","1,670.00","1,659.00","1,669.30"
"Mar 29, 2012","1,661.80","1,664.50","1,644.30","1,652.20"
"Mar 28, 2012","1,670.10","1,670.10","1,657.90","1,657.90"
"Mar 27, 2012","1,687.80","1,690.80","1,684.40","1,684.80"
"Mar 26, 2012","1,665.00","1,692.90","1,657.80","1,685.50"
"Mar 23, 2012","1,652.50","1,665.10","1,646.30","1,662.30"
"Mar 22, 2012","1,648.00","1,649.40","1,633.80","1,642.30"
"Mar 21, 2012","1,657.80","1,660.00","1,646.10","1,650.00"
"Mar 20, 2012","1,648.10","1,652.30","1,642.00","1,646.70"
"Mar 19, 2012","1,661.20","1,668.00","1,652.10","1,666.90"
"Mar 16, 2012","1,660.00","1,661.40","1,641.30","1,655.50"
"Mar 15, 2012","1,646.30","1,660.20","1,640.00","1,659.10"
"Mar 14, 2012","1,676.90","1,681.00","1,637.40","1,642.50"
"Mar 13, 2012","1,698.40","1,698.40","1,685.10","1,693.70"
"Mar 12, 2012","1,708.10","1,708.10","1,694.90","1,699.20"
"Mar 09, 2012","1,698.80","1,710.90","1,680.70","1,710.90"
"Mar 08, 2012","1,686.40","1,702.40","1,686.40","1,698.10"
"Mar 07, 2012","1,676.00","1,684.00","1,673.10","1,683.30"
"Mar 06, 2012","1,708.70","1,708.70","1,666.00","1,671.40"
"Mar 05, 2012","1,705.50","1,709.50","1,695.40","1,703.00"
"Mar 02, 2012","1,723.00","1,723.00","1,705.20","1,708.80"
"Mar 01, 2012","1,698.60","1,724.60","1,698.60","1,721.10"
"Feb 29, 2012","1,789.90","1,790.40","1,669.00","1,709.90"
"Feb 28, 2012","1,767.90","1,789.40","1,767.90","1,787.00"
"Feb 27, 2012","1,773.60","1,775.60","1,768.10","1,773.60"
"Feb 24, 2012","1,778.50","1,780.70","1,771.30","1,775.10"
"Feb 23, 2012","1,774.00","1,786.00","1,773.00","1,784.90"
"Feb 22, 2012","1,758.70","1,781.90","1,750.00","1,770.00"
"Feb 21, 2012","1,736.10","1,760.00","1,733.60","1,757.10"
"Feb 17, 2012","1,733.60","1,735.10","1,718.80","1,724.50"
"Feb 16, 2012","1,718.40","1,728.40","1,707.00","1,726.80"
"Feb 15, 2012","1,723.60","1,737.00","1,723.60","1,726.30"
"Feb 14, 2012","1,720.00","1,724.90","1,715.00","1,715.90"
"Feb 13, 2012","1,725.00","1,733.00","1,718.40","1,723.00"
"Feb 10, 2012","1,732.70","1,734.40","1,706.40","1,723.30"
"Feb 09, 2012","1,731.40","1,749.70","1,726.10","1,739.00"
"Feb 08, 2012","1,744.00","1,751.50","1,728.20","1,729.30"
"Feb 07, 2012","1,722.00","1,748.00","1,713.20","1,746.40"
"Feb 06, 2012","1,728.00","1,738.30","1,713.30","1,722.80"
"Feb 03, 2012","1,758.70","1,761.30","1,724.50","1,737.90"
"Feb 02, 2012","1,745.10","1,761.10","1,742.90","1,756.80"
"Feb 01, 2012","1,738.20","1,751.10","1,734.00","1,747.10"
"Jan 31, 2012","1,731.70","1,747.70","1,725.00","1,737.80"
"Jan 30, 2012","1,737.20","1,739.90","1,715.70","1,731.00"
"Jan 27, 2012","1,727.00","1,734.10","1,727.00","1,731.80"
"Jan 26, 2012","1,729.00","1,729.00","1,721.00","1,726.30"
"Jan 25, 2012","1,673.00","1,706.20","1,672.00","1,699.80"
"Jan 24, 2012","1,666.90","1,668.20","1,664.20","1,664.20"
"Jan 23, 2012","1,676.90","1,680.00","1,669.90","1,678.00"
"Jan 20, 2012","1,652.80","1,664.30","1,652.80","1,663.70"
"Jan 19, 2012","1,663.00","1,664.40","1,653.50","1,654.10"
"Jan 18, 2012","1,654.00","1,660.30","1,654.00","1,659.50"
"Jan 17, 2012","1,643.70","1,657.80","1,642.10","1,655.20"
"Jan 13, 2012","1,638.90","1,643.40","1,630.40","1,630.40"
"Jan 12, 2012","1,645.20","1,656.10","1,645.20","1,647.30"
"Jan 11, 2012","1,634.80","1,645.40","1,633.80","1,639.20"
"Jan 10, 2012","1,619.90","1,638.00","1,619.90","1,631.00"
"Jan 09, 2012","1,614.30","1,620.10","1,607.50","1,607.50"
"Jan 06, 2012","1,622.50","1,627.80","1,616.10","1,616.10"
"Jan 05, 2012","1,610.80","1,624.10","1,597.80","1,619.40"
"Jan 04, 2012","1,596.60","1,618.60","1,594.50","1,611.90"
"Jan 03, 2012","1,568.90","1,604.30","1,566.00","1,599.70"
"Dec 30, 2011","1,549.40","1,579.50","1,547.90","1,565.80"
"Dec 29, 2011","1,559.30","1,559.30","1,525.00","1,539.90"
"Dec 28, 2011","1,584.90","1,588.60","1,561.30","1,562.90"
"Dec 27, 2011","1,599.00","1,599.00","1,592.60","1,594.20"
"Dec 23, 2011","1,612.00","1,612.80","1,604.70","1,604.70"
"Dec 22, 2011","1,608.80","1,610.00","1,601.90","1,608.90"
"Dec 21, 2011","1,615.60","1,635.00","1,608.30","1,611.90"
"Dec 20, 2011","1,596.40","1,617.00","1,596.40","1,615.60"
"Dec 19, 2011","1,596.40","1,603.40","1,589.70","1,594.40"
"Dec 16, 2011","1,587.40","1,595.90","1,586.00","1,595.60"
"Dec 15, 2011","1,571.40","1,592.80","1,565.60","1,574.60"
"Dec 14, 2011","1,636.50","1,639.50","1,565.80","1,584.30"
"Dec 13, 2011","1,654.70","1,671.80","1,628.00","1,659.90"
"Dec 12, 2011","1,707.50","1,708.20","1,658.50","1,664.20"
"Dec 09, 2011","1,713.30","1,720.70","1,705.70","1,712.80"
"Dec 08, 2011","1,742.00","1,752.30","1,705.40","1,709.80"
"Dec 07, 2011","1,730.60","1,741.90","1,720.00","1,740.90"
"Dec 06, 2011","1,722.10","1,731.80","1,703.00","1,727.90"
"Dec 05, 2011","1,748.90","1,752.60","1,718.70","1,730.70"
"Dec 02, 2011","1,744.80","1,762.90","1,741.60","1,747.00"
"Dec 01, 2011","1,747.00","1,753.30","1,734.50","1,735.30"
"Nov 30, 2011","1,714.00","1,749.20","1,699.90","1,745.50"
"Nov 29, 2011","1,711.30","1,718.40","1,704.00","1,713.40"
"Nov 28, 2011","1,710.80","1,710.80","1,710.80","1,710.80"
"Nov 25, 2011","1,690.10","1,693.50","1,675.30","1,685.50"
"Nov 23, 2011","1,691.20","1,700.00","1,681.60","1,695.70"
"Nov 22, 2011","1,675.40","1,702.20","1,675.40","1,702.20"
"Nov 21, 2011","1,704.60","1,704.60","1,674.40","1,678.30"
"Nov 18, 2011","1,725.00","1,736.00","1,719.00","1,724.70"
"Nov 17, 2011","1,755.30","1,755.30","1,714.00","1,719.80"
"Nov 16, 2011","1,777.50","1,777.50","1,757.70","1,773.80"
"Nov 15, 2011","1,779.20","1,783.10","1,761.30","1,781.70"
"Nov 14, 2011","1,779.00","1,779.00","1,779.00","1,777.80"
"Nov 11, 2011","1,777.00","1,789.10","1,777.00","1,787.50"
"Nov 10, 2011","1,766.80","1,766.80","1,754.80","1,758.90"
"Nov 09, 2011","1,793.00","1,793.00","1,774.20","1,790.90"
"Nov 08, 2011","1,798.40","1,798.40","1,785.70","1,798.40"
"Nov 07, 2011","1,755.30","1,797.00","1,755.30","1,790.30"
"Nov 04, 2011","1,757.00","1,761.20","1,754.90","1,755.30"
"Nov 03, 2011","1,740.50","1,766.00","1,726.60","1,764.20"
"Nov 02, 2011","1,724.30","1,741.40","1,723.20","1,728.70"
"Nov 01, 2011","1,706.70","1,720.10","1,682.50","1,711.00"
"Oct 31, 2011","1,741.90","1,741.90","1,717.00","1,724.20"
"Oct 28, 2011","1,752.00","1,752.00","1,733.00","1,746.20"
"Oct 27, 2011","1,717.80","1,735.50","1,717.80","1,746.70"
"Oct 26, 2011","1,717.00","1,723.60","1,708.90","1,722.70"
"Oct 25, 2011","1,645.00","1,706.80","1,645.00","1,699.60"
"Oct 24, 2011","1,646.20","1,657.80","1,646.20","1,651.50"
"Oct 21, 2011","1,626.10","1,647.40","1,626.10","1,635.10"
"Oct 20, 2011","1,643.20","1,643.20","1,608.70","1,611.90"
"Oct 19, 2011","1,659.30","1,659.30","1,641.30","1,646.00"
"Oct 18, 2011","1,666.00","1,666.00","1,627.50","1,651.70"
"Oct 17, 2011","1,683.60","1,693.50","1,667.30","1,675.50"
"Oct 14, 2011","1,665.80","1,683.30","1,665.80","1,681.80"
"Oct 13, 2011","1,676.10","1,678.80","1,656.20","1,667.30"
"Oct 12, 2011","1,667.10","1,691.00","1,667.10","1,681.30"
"Oct 11, 2011","1,685.00","1,685.00","1,657.60","1,659.70"
"Oct 10, 2011","1,645.60","1,676.80","1,645.60","1,669.60"
"Oct 07, 2011","1,657.00","1,665.00","1,626.20","1,634.50"
"Oct 06, 2011","1,642.60","1,654.70","1,637.60","1,651.90"
"Oct 05, 2011","1,629.30","1,640.30","1,599.60","1,640.30"
"Oct 04, 2011","1,661.00","1,678.10","1,596.60","1,614.70"
"Oct 03, 2011","1,627.80","1,660.80","1,627.60","1,656.00"
"Sep 30, 2011","1,620.80","1,639.40","1,609.40","1,620.40"
"Sep 29, 2011","1,604.00","1,633.80","1,585.00","1,615.50"
"Sep 28, 2011","1,650.00","1,650.00","1,650.00","1,616.30"
"Sep 27, 2011","1,653.80","1,665.40","1,653.70","1,650.60"
"Sep 26, 2011","1,646.40","1,661.80","1,562.40","1,592.50"
"Sep 23, 2011","1,737.30","1,737.30","1,636.30","1,637.50"
"Sep 22, 2011","1,773.20","1,773.20","1,730.90","1,739.20"
"Sep 21, 2011","1,808.00","1,811.70","1,782.80","1,805.50"
"Sep 20, 2011","1,778.80","1,807.80","1,776.00","1,806.60"
"Sep 19, 2011","1,814.70","1,818.90","1,788.00","1,776.40"
"Sep 16, 2011","1,768.50","1,819.10","1,768.50","1,812.10"
"Sep 15, 2011","1,816.30","1,816.30","1,775.80","1,778.50"
"Sep 14, 2011","1,843.00","1,843.00","1,809.00","1,823.50"
"Sep 13, 2011","1,817.80","1,835.30","1,808.10","1,826.80"
"Sep 12, 2011","1,852.40","1,852.40","1,806.00","1,809.90"
"Sep 09, 2011","1,858.10","1,881.30","1,830.00","1,856.40"
"Sep 08, 2011","1,839.30","1,870.00","1,835.00","1,854.40"
"Sep 07, 2011","1,868.90","1,873.70","1,792.80","1,814.20"
